,Unnamed: 0,Pmid,Sentences,COMPOUND,PHENOTYPE,Has Match,Cause Match,Effect Match,Verb Match,Ontology ID,Ontology term,CID,compound_name,compound_name_final,lemma_verb
421,5418,20226807,"The  embryotoxic alkoxyacetic acid metabolites ethoxyacetic acid, butoxyacetic acid and phenoxyacetic acid also caused an intracellular acidification of BALB/c-3T3 cells at concentrations that are known to inhibit ES-D3 cell differentiation.","['butoxyacetic acid', 'phenoxyacetic acid']",['ES-D3 cell differentiation'],True,butoxyacetic acid,ES-D3 cell differentiation,caused,C1859624,Defective B cell differentiation,41958,2-butoxyacetic acid,2-butoxyacetic acid,cause
422,5418,20226807,"The  embryotoxic alkoxyacetic acid metabolites ethoxyacetic acid, butoxyacetic acid and phenoxyacetic acid also caused an intracellular acidification of BALB/c-3T3 cells at concentrations that are known to inhibit ES-D3 cell differentiation.","['butoxyacetic acid', 'phenoxyacetic acid']",['ES-D3 cell differentiation'],True,phenoxyacetic acid,ES-D3 cell differentiation,caused,C1859624,Defective B cell differentiation,19188,phenoxyacetic acid,phenoxyacetic acid,cause
423,5422,16675516,"The occurrence of liver hemangiosarcomas in male mice has been linked to oxidative damage subsequent to RBC hemolysis and iron deposition and activation of macrophages (Kupffer cells) in the liver, events that exhibit a threshold in both animals and humans.",['iron'],"['liver hemangiosarcomas', 'oxidative damage', 'hemolysis', 'activation of macrophages']",True,iron,liver hemangiosarcomas,linked,C1859624,Defective B cell differentiation,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",iron,link
424,5422,16675516,"The occurrence of liver hemangiosarcomas in male mice has been linked to oxidative damage subsequent to RBC hemolysis and iron deposition and activation of macrophages (Kupffer cells) in the liver, events that exhibit a threshold in both animals and humans.",['iron'],"['liver hemangiosarcomas', 'oxidative damage', 'hemolysis', 'activation of macrophages']",True,iron,hemolysis,linked,C0002878,Increased hemolysis,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",iron,link
425,5438,15705489,"When calcium was not present in the suspending medium or when chelated by EGTA, hemolysis was increased after 2 h incubation with 1 mM or 2 mM BAA.",['BAA'],['hemolysis'],True,BAA,hemolysis,increased,C0002878,Increased hemolysis,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",BAA,increase
426,5445,15705489,"We speculate that: (1) BAA causes sodium and calcium to enter the cell; (2) calcium initially has a protective effect via the  calcium activated potassium channel which facilitates the loss of potassium thereby, compensating for the osmotic effect of increased cell sodium; (3) calcium subsequently may have other deleterious effects through activation of proteases and externalization of phosphatidylserine in the exterior leaflet of the membrane.","['calcium', 'potassium', 'calcium', 'phosphatidylserine']","['sodium and calcium to enter the cell', 'loss of potassium', 'increased cell sodium']",True,calcium,increased cell sodium,causes,C4025593,Increased intracellular sodium,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",calcium,cause
427,5445,15705489,"We speculate that: (1) BAA causes sodium and calcium to enter the cell; (2) calcium initially has a protective effect via the  calcium activated potassium channel which facilitates the loss of potassium thereby, compensating for the osmotic effect of increased cell sodium; (3) calcium subsequently may have other deleterious effects through activation of proteases and externalization of phosphatidylserine in the exterior leaflet of the membrane.","['calcium', 'potassium', 'calcium', 'phosphatidylserine']","['sodium and calcium to enter the cell', 'loss of potassium', 'increased cell sodium']",True,potassium,increased cell sodium,causes,C4025593,Increased intracellular sodium,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",potassium,cause
428,5445,15705489,"We speculate that: (1) BAA causes sodium and calcium to enter the cell; (2) calcium initially has a protective effect via the  calcium activated potassium channel which facilitates the loss of potassium thereby, compensating for the osmotic effect of increased cell sodium; (3) calcium subsequently may have other deleterious effects through activation of proteases and externalization of phosphatidylserine in the exterior leaflet of the membrane.","['calcium', 'potassium', 'calcium', 'phosphatidylserine']","['sodium and calcium to enter the cell', 'loss of potassium', 'increased cell sodium']",True,calcium,increased cell sodium,causes,C4025593,Increased intracellular sodium,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",calcium,cause
429,5445,15705489,"We speculate that: (1) BAA causes sodium and calcium to enter the cell; (2) calcium initially has a protective effect via the  calcium activated potassium channel which facilitates the loss of potassium thereby, compensating for the osmotic effect of increased cell sodium; (3) calcium subsequently may have other deleterious effects through activation of proteases and externalization of phosphatidylserine in the exterior leaflet of the membrane.","['calcium', 'potassium', 'calcium', 'phosphatidylserine']","['sodium and calcium to enter the cell', 'loss of potassium', 'increased cell sodium']",True,phosphatidylserine,increased cell sodium,causes,C4025593,Increased intracellular sodium,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",phosphatidylserine,cause
430,5448,15672755,Ethylene glycol monobutyl ether (EGBE) causes forestomach hyperplasia and neoplasia in mice when administered chronically by inhalation.,['Ethylene glycol monobutyl ether'],"['forestomach hyperplasia', 'neoplasia']",True,Ethylene glycol monobutyl ether,forestomach hyperplasia,causes,C4025593,Increased intracellular sodium,8133,2-butoxyethanol,2-butoxyethanol,cause
431,5448,15672755,Ethylene glycol monobutyl ether (EGBE) causes forestomach hyperplasia and neoplasia in mice when administered chronically by inhalation.,['Ethylene glycol monobutyl ether'],"['forestomach hyperplasia', 'neoplasia']",True,Ethylene glycol monobutyl ether,neoplasia,causes,C0027651,Neoplasm,8133,2-butoxyethanol,2-butoxyethanol,cause
432,5455,12075109,"While the mechanism of 2-butoxyethanol-induced liver carcinogenicity has not been defined, 2-butoxyethanol has been shown to induce hemolysis in rodents via 2-butoxyacetic acid, the major metabolite of 2-butoxyethanol.","['2-butoxyethanol-induced', '2-butoxyethanol', '2-butoxyacetic acid']",['hemolysis'],True,2-butoxyacetic acid,hemolysis,induce,C0002878,Increased hemolysis,41958,2-butoxyacetic acid,2-butoxyacetic acid,induce
433,5456,12075109,"This toxic effect, coupled with the observation that continued treatment with 2-butoxyethanol results in hemosiderin deposition in the liver, has led to our hypothesis that liver carcinogenicity by 2-butoxyethnaol is mediated via oxidative stress (iron catalyzed) and Kupffer cell activation.","['2-butoxyethanol', 'iron']","['hemosiderin deposition in the liver', 'Kupffer cell activation']",True,2-butoxyethanol,Kupffer cell activation,led,C4531032,Abnormal T cell activation,8133,2-butoxyethanol,2-butoxyethanol,lead
434,5456,12075109,"This toxic effect, coupled with the observation that continued treatment with 2-butoxyethanol results in hemosiderin deposition in the liver, has led to our hypothesis that liver carcinogenicity by 2-butoxyethnaol is mediated via oxidative stress (iron catalyzed) and Kupffer cell activation.","['2-butoxyethanol', 'iron']","['hemosiderin deposition in the liver', 'Kupffer cell activation']",True,iron,Kupffer cell activation,led,C4531032,Abnormal T cell activation,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",iron,lead
435,5462,12075109,"These data support our proposal that iron, produced indirectly through hemolysis, and not 2-butoxyethanol or its metabolite  2-butoxyacetic acid, is responsible for the observed carcinogenicity of 2-butoxyethanol.","['iron', '2-butoxyethanol', '2-butoxyethanol']",['hemolysis'],True,iron,hemolysis,produced,C0002878,Increased hemolysis,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",iron,produce
436,5462,12075109,"These data support our proposal that iron, produced indirectly through hemolysis, and not 2-butoxyethanol or its metabolite  2-butoxyacetic acid, is responsible for the observed carcinogenicity of 2-butoxyethanol.","['iron', '2-butoxyethanol', '2-butoxyethanol']",['hemolysis'],True,2-butoxyethanol,hemolysis,produced,C0002878,Increased hemolysis,8133,2-butoxyethanol,2-butoxyethanol,produce
437,5467,11738267,"These studies also examined whether 2-butoxyethanol, 2-butoxy acetic acid (a major metabolite of 2-butoxyethanol) or iron (FeSO(4)) produced oxidative stress in mouse and rat hepatocytes.","['2-butoxyethanol', '2-butoxy acetic acid', 'iron']",['oxidative stress'],True,2-butoxyethanol,oxidative stress,produced,C0242606,Oxidative stress,8133,2-butoxyethanol,2-butoxyethanol,produce
438,5467,11738267,"These studies also examined whether 2-butoxyethanol, 2-butoxy acetic acid (a major metabolite of 2-butoxyethanol) or iron (FeSO(4)) produced oxidative stress in mouse and rat hepatocytes.","['2-butoxyethanol', '2-butoxy acetic acid', 'iron']",['oxidative stress'],True,2-butoxy acetic acid,oxidative stress,produced,C0242606,Oxidative stress,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",2-butoxy acetic acid,produce
439,5467,11738267,"These studies also examined whether 2-butoxyethanol, 2-butoxy acetic acid (a major metabolite of 2-butoxyethanol) or iron (FeSO(4)) produced oxidative stress in mouse and rat hepatocytes.","['2-butoxyethanol', '2-butoxy acetic acid', 'iron']",['oxidative stress'],True,iron,oxidative stress,produced,C0242606,Oxidative stress,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",iron,produce
440,5473,7859828,"Ethylene glycol monobutyl ether (2-butoxyethanol, BE) causes hemolytic anemia in rats but not in  guinea pigs, and red blood cells from both guinea pigs and humans are minimally affected in vitro by the active metabolite 2-butoxyacetic acid.","['Ethylene glycol monobutyl ether', '2-butoxyethanol']",['hemolytic anemia'],True,Ethylene glycol monobutyl ether,hemolytic anemia,causes,C0002878,Increased hemolysis,8133,2-butoxyethanol,2-butoxyethanol,cause
441,5473,7859828,"Ethylene glycol monobutyl ether (2-butoxyethanol, BE) causes hemolytic anemia in rats but not in  guinea pigs, and red blood cells from both guinea pigs and humans are minimally affected in vitro by the active metabolite 2-butoxyacetic acid.","['Ethylene glycol monobutyl ether', '2-butoxyethanol']",['hemolytic anemia'],True,2-butoxyethanol,hemolytic anemia,causes,C0002878,Increased hemolysis,8133,2-butoxyethanol,2-butoxyethanol,cause
442,5480,8104009,Gavage administration of BE (250 mg kg-1) to rats resulted in increased MCV and HCT followed by haemolysis (decreased RBCs).,['Gavage administration'],"['increased MCV', 'haemolysis', 'decreased RBCs']",True,Gavage administration,increased MCV,resulted,C0302845,Increased mean corpuscular volume,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",Gavage administration,result
443,5480,8104009,Gavage administration of BE (250 mg kg-1) to rats resulted in increased MCV and HCT followed by haemolysis (decreased RBCs).,['Gavage administration'],"['increased MCV', 'haemolysis', 'decreased RBCs']",True,Gavage administration,decreased RBCs,resulted,C0427457,Decreased red blood cell count,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",Gavage administration,result
444,5483,1539158,  Early work demonstrated that a single administration of 2-butoxyethanol (BE) causes acute hemolytic anemia in rats.,['2-butoxyethanol'],['acute hemolytic anemia'],True,2-butoxyethanol,acute hemolytic anemia,causes,C0002878,Increased hemolysis,8133,2-butoxyethanol,2-butoxyethanol,cause
445,5485,2730682,"  Recent work in this laboratory indicated that 2-butoxyethanol (BE) causes acute hemolytic anemia in rats, and activation of BE to butoxyacetic acid (BAA), presumably through the intermediate 2-butoxyacetaldehyde (BAL), is a prerequisite for development of hematotoxicity.","['2-butoxyethanol', '2-butoxyacetaldehyde']","['acute hemolytic anemia', 'activation of BE to butoxyacetic acid']",True,2-butoxyethanol,acute hemolytic anemia,causes,C0002878,Increased hemolysis,8133,2-butoxyethanol,2-butoxyethanol,cause
446,5485,2730682,"  Recent work in this laboratory indicated that 2-butoxyethanol (BE) causes acute hemolytic anemia in rats, and activation of BE to butoxyacetic acid (BAA), presumably through the intermediate 2-butoxyacetaldehyde (BAL), is a prerequisite for development of hematotoxicity.","['2-butoxyethanol', '2-butoxyacetaldehyde']","['acute hemolytic anemia', 'activation of BE to butoxyacetic acid']",True,2-butoxyacetaldehyde,acute hemolytic anemia,causes,C0002878,Increased hemolysis,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",2-butoxyacetaldehyde,cause
447,5494,4060195,"Therefore in this  series: RO(CH2)nCOOH, an increase in the value of n caused a greater reduction in embryotoxicity than did an increase in chain length of the alkyl group R.  DOI: 10.1016/0378-4274(85)90008-6  PMID: 4060195  [Indexed for MEDLINE]  ",['R.  '],"['increase in the value', 'greater reduction in embryotoxicity', 'increase in chain length']",True,R.  DOI,increase in the value,caused,C0002878,Increased hemolysis,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",R.  DOI,cause
448,5494,4060195,"Therefore in this  series: RO(CH2)nCOOH, an increase in the value of n caused a greater reduction in embryotoxicity than did an increase in chain length of the alkyl group R.  DOI: 10.1016/0378-4274(85)90008-6  PMID: 4060195  [Indexed for MEDLINE]  ",['R.  '],"['increase in the value', 'greater reduction in embryotoxicity', 'increase in chain length']",True,R.  DOI,increase in chain length,caused,C1839798,Long nose,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",R.  DOI,cause
449,5568,21914487,"Corticosteroids caused a rapid, concentration-dependent inhibition of uptake of the cationic formoterol by airway smooth muscle cells, but not airway epithelial cells.",['formoterol'],['airway smooth muscle cells'],True,formoterol,airway smooth muscle cells,caused,C1855752,Abnormal T cell morphology,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",formoterol,cause
450,5571,20154483,"Given that a higher grade of gut  GVHD was associated with a higher blood level of 17BMP, BDP absorption might be associated with gut mucosal injury.",['BDP'],"['higher grade of gut  GVHD', 'higher blood level', 'mucosal injury']",True,BDP,higher blood level,associated,C1522135,Hypermagnesemia,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",BDP,associate
451,5572,19561649,  Influence of oral beclomethasone dipropionate on early non-infectious pulmonary outcomes after allogeneic hematopoietic cell transplantation: results from two randomized trials.,['beclomethasone dipropionate'],['allogeneic hematopoietic cell transplantation'],True,beclomethasone dipropionate,allogeneic hematopoietic cell transplantation,results,C4039246,History of bone marrow transplant,21700,beclomethasone dipropionate,beclomethasone dipropionate,result
452,5598,9756205," RESULTS: Eosinophil viability was prolonged by interleukin (IL)-5 in a concentration-dependent manner; in contrast, dexamethasone inhibited the IL-5 effect.",['dexamethasone'],['Eosinophil viability'],True,dexamethasone,Eosinophil viability,inhibited,C0014457,High blood eosinophil count,5743,Dexamethasone,Dexamethasone,inhibit
453,5606,7604948,"Pretreatment with fluticasone propionate significantly inhibits the increase in mast cell numbers in the nasal  mucosa of rats chronically exposed to toluene di-isocyanate (TDI), and suppresses TDI-induced mast cell degranulation.","['fluticasone propionate', 'toluene di-isocyanate']","['increase in mast cell numbers', 'mast cell degranulation']",True,fluticasone propionate,increase in mast cell numbers,inhibits,C4021960,Increased T cell count,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",fluticasone propionate,inhibit
454,5606,7604948,"Pretreatment with fluticasone propionate significantly inhibits the increase in mast cell numbers in the nasal  mucosa of rats chronically exposed to toluene di-isocyanate (TDI), and suppresses TDI-induced mast cell degranulation.","['fluticasone propionate', 'toluene di-isocyanate']","['increase in mast cell numbers', 'mast cell degranulation']",True,toluene di-isocyanate,increase in mast cell numbers,inhibits,C4021960,Increased T cell count,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",toluene di-isocyanate,inhibit
455,5624,34302410,"The commercially available anti-diabetic drugs in the market include metformin, sulphonyl urea, meglitinides, miglitol, acarbose, biguanides, and thiazolidinediones cause side effects like hypoglycaemia, dizziness, liver cell injury, digestive discomfort, neurological defects, etc.","['metformin', 'sulphonyl', 'miglitol', 'acarbose', 'biguanides', 'thiazolidinediones']","['hypoglycaemia', 'dizziness', 'liver cell injury', 'digestive discomfort', 'neurological defects']",True,thiazolidinediones,hypoglycaemia,cause,C0020615,Hypoglycaemia,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",thiazolidinediones,cause
456,5624,34302410,"The commercially available anti-diabetic drugs in the market include metformin, sulphonyl urea, meglitinides, miglitol, acarbose, biguanides, and thiazolidinediones cause side effects like hypoglycaemia, dizziness, liver cell injury, digestive discomfort, neurological defects, etc.","['metformin', 'sulphonyl', 'miglitol', 'acarbose', 'biguanides', 'thiazolidinediones']","['hypoglycaemia', 'dizziness', 'liver cell injury', 'digestive discomfort', 'neurological defects']",True,thiazolidinediones,dizziness,cause,C0012833,Dizziness,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",thiazolidinediones,cause
457,5624,34302410,"The commercially available anti-diabetic drugs in the market include metformin, sulphonyl urea, meglitinides, miglitol, acarbose, biguanides, and thiazolidinediones cause side effects like hypoglycaemia, dizziness, liver cell injury, digestive discomfort, neurological defects, etc.","['metformin', 'sulphonyl', 'miglitol', 'acarbose', 'biguanides', 'thiazolidinediones']","['hypoglycaemia', 'dizziness', 'liver cell injury', 'digestive discomfort', 'neurological defects']",True,thiazolidinediones,neurological defects,cause,C0497552,Neurologic abnormalities,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",thiazolidinediones,cause
458,5682,28683829," RESULTS: Although frequent episodes of subclinical hypoglycemia (≤4.44 mmo/L) during CGM were observed on Day 1 in the both groups (35% of patients in the control group and 31% in the miglitol group), glucose fluctuations were decreased and the minimum glucose level was increased with substantial reduction in the episodes of subclinical hypoglycemia to 7.7% in the miglitol group on Day 2.","['miglitol', 'miglitol']","['subclinical hypoglycemia', 'subclinical hypoglycemia']",True,miglitol,subclinical hypoglycemia,increased,C0020615,Hypoglycaemia,441314,MIGLITOL,MIGLITOL,increase
459,5693,28097882,"Antidiabetic agents: Of agents approved prior to 2008, metformin has not been associated with  measurable harm in patients with diabetes in terms of mortality and CV events (and has a trend of benefit).",['metformin'],"['diabetes', 'mortality']",True,metformin,diabetes,associated,C0085207,Maternal diabetes,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",metformin,associate
460,5704,27640062,"In most trials the participants with CT needed less insulin, whereas insulin requirements increased or remained stable in participants with IM.We did  not perform a meta-analysis for hypoglycaemic events because the included studies used different definitions.. In most trials the insulin-sulphonylurea combination resulted in a higher number of mild episodes of hypoglycaemia, compared to the IM group (range: 2.2 to 6.1 episodes per participant in CT versus 2.0 to 2.6 episodes per participant in IM; low-quality evidence).","['insulin', 'insulin-sulphonylurea']",['hypoglycaemia'],True,insulin,hypoglycaemia,resulted,C0020615,Hypoglycaemia,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",insulin,result
461,5704,27640062,"In most trials the participants with CT needed less insulin, whereas insulin requirements increased or remained stable in participants with IM.We did  not perform a meta-analysis for hypoglycaemic events because the included studies used different definitions.. In most trials the insulin-sulphonylurea combination resulted in a higher number of mild episodes of hypoglycaemia, compared to the IM group (range: 2.2 to 6.1 episodes per participant in CT versus 2.0 to 2.6 episodes per participant in IM; low-quality evidence).","['insulin', 'insulin-sulphonylurea']",['hypoglycaemia'],True,insulin-sulphonylurea,hypoglycaemia,resulted,C0020615,Hypoglycaemia,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",insulin-sulphonylurea,result
