Article.ID,edge,Correlation.KEs..BP.ES.,assay.method..EP.ES.BA.,assay_interp_twolevel,Cor_interp_threelevel,cor_assay,assay_value,cor_value,cor_assay_value,cor_assay_score
14967687,cholestasis-novel_Ppara inhibition,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967687,inflammation-novel_Ppara inhibition,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967687,oxidative stress-novel_Ppara inhibition,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967687,novel_Ppara inhibition-cholestasis,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967458,intracellular bile acid accumulation-nuclear receptor activation,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967458,intracellular bile acid accumulation-nuclear receptor activation,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967458,intracellular bile acid accumulation-nuclear receptor activation,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967458,intracellular bile acid accumulation-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967452,inflammation-cholestasis,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967452,inflammation-cholestasis,POSITIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967452,intracellular bile acid accumulation-inflammation,POSITIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967452,intracellular bile acid accumulation-inflammation,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967449,novel_Increased expression amphiregulin (AREG) = EGFR ligand-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967449,novel_Increased expression amphiregulin (AREG) = EGFR ligand-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967447,inflammation-cholestasis,NEGATIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967447,inflammation-cholestasis,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967447,inflammation-cholestasis,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967447,inflammation-cholestasis,NEGATIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967446,intracellular bile acid accumulation-cholestasis,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967443,ER stress/unfolded protein response-cholestasis,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967443,ER stress/unfolded protein response-cholestasis,NEGATIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967443,apoptosis-cholestasis,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967443,ER stress/unfolded protein response-cholestasis,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967441,tight junction disruption-intracellular bile acid accumulation,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967441,tight junction disruption-intracellular bile acid accumulation,POSITIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967441,cholestasis-inflammation,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967441,cholestasis-inflammation,POSITIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967438,oxidative stress-cholestasis,NEGATIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967438,inflammation-cholestasis,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967438,inflammation-cholestasis,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967438,inflammation-cholestasis,NEGATIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967438,oxidative stress-cholestasis,NEGATIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967431,intracellular bile acid accumulation-inflammation,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967431,necrosis-cholestasis,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967431,intracellular bile acid accumulation-apoptosis,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967431,inflammation-cholestasis,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967431,inflammation-cholestasis,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967431,intracellular bile acid accumulation-necrosis,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967431,necrosis-cholestasis,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967431,intracellular bile acid accumulation-necrosis,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967431,apoptosis-cholestasis,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967431,inflammation-cholestasis,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967431,apoptosis-cholestasis,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967431,inflammation-cholestasis,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967431,intracellular bile acid accumulation-apoptosis,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967431,intracellular bile acid accumulation-inflammation,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967839,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967839,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967839,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967839,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967839,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967839,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967839,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967839,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967839,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967839,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967839,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967839,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967839,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967839,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967839,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967839,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967839,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967839,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967839,nuclear receptor changes-transporter changes,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967839,nuclear receptor changes-transporter changes,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967839,nuclear receptor changes-transporter changes,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967839,nuclear receptor changes-transporter changes,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967839,nuclear receptor changes-transporter changes,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967839,nuclear receptor changes-transporter changes,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967899,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967899,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967899,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967899,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967899,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967899,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967880,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967665,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967650,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967646,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,  transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967646,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967646,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967646,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,  transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967646,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967646,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967646,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,  transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967646,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967646,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967646,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,  transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967646,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967646,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967646,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,  transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967646,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967646,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967646,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,  transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967646,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967646,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967593,nuclear receptor changes-transporter changes,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,nuclear receptor changes-transporter changes,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,nuclear receptor changes-transporter changes,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,nuclear receptor changes-transporter changes,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,nuclear receptor changes-transporter changes,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,nuclear receptor changes-transporter changes,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,nuclear receptor changes-transporter changes,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,nuclear receptor changes-transporter changes,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,nuclear receptor changes-transporter changes,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,nuclear receptor changes-transporter changes,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967589,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967589,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967589,nuclear receptor changes-transporter changes,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967589,nuclear receptor changes-transporter changes,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
